id,logtime,campaignid
2787043926021721435,2018-02-22 00:10:43.166,1199166
6261168250357675081,2018-02-22 00:10:45.116,1020893
6083574692579086874,2018-02-22 00:10:46.233,1221633
680191999902118067,2018-02-22 00:10:48.462,1020893
7729529060591267333,2018-02-22 00:10:50.212,1020893
2642893341808729819,2018-02-22 00:10:50.333,1199166
3966688177075795736,2018-02-22 00:10:54.072,1232120
5490979779336479090,2018-02-22 00:10:57.016,1188683
5816146941024350643,2018-02-22 00:11:01.301,1199166
3169317656828320865,2018-02-22 00:11:01.392,1232120
4199747516438874325,2018-02-22 00:11:02.339,1188683
8526428341479523083,2018-02-22 00:11:02.579,1188683
3009747255728167396,2018-02-22 00:11:05.049,1199166
5785378943873265420,2018-02-22 00:11:07.104,1221633
7856457657901449718,2018-02-22 00:11:11.410,1199166
1233001174699809004,2018-02-22 00:11:15.518,1049355
8625451728714068713,2018-02-22 00:11:18.523,1232120
2064030400284907591,2018-02-22 00:11:20.457,1020893
2924538462047752941,2018-02-22 00:11:26.176,1188683
2841574964202254227,2018-02-22 00:11:27.487,1188683
2803588983101056614,2018-02-22 00:11:27.856,1188683
396843493818247985,2018-02-22 00:11:29.475,1199166
7563167071224855519,2018-02-22 00:11:29.593,1188683
649065764296819643,2018-02-22 00:11:31.034,1049355
1391393054852446332,2018-02-22 00:11:31.554,1049355
6309006598423296944,2018-02-22 00:11:39.820,1049355
5924656515713997211,2018-02-22 00:11:42.694,1221633
2934940161852280440,2018-02-22 00:11:45.175,1188683
457322936420190386,2018-02-22 00:11:46.561,1188683
9104434153865122801,2018-02-22 00:11:51.035,1232120
806866991051432607,2018-02-22 00:11:56.208,1049355
1127076206050330243,2018-02-22 00:11:59.120,1199166
7255729179806723675,2018-02-22 00:11:59.159,1232120
277868170650916349,2018-02-22 00:12:05.265,1020893
8141051274315852619,2018-02-22 00:12:05.928,1020893
8915992300766175130,2018-02-22 00:12:10.736,1020893
8900413316993889156,2018-02-22 00:12:11.729,1020893
1131352668439129520,2018-02-22 00:12:16.977,1221633
8901127442694895255,2018-02-22 00:12:17.271,1199166
7838869673558602432,2018-02-22 00:12:21.308,1232120
4518546447749960380,2018-02-22 00:12:27.014,1199166
380336609343094403,2018-02-22 00:12:27.254,1221633
4758429693960844080,2018-02-22 00:12:27.625,1188683
636024327546194916,2018-02-22 00:12:28.769,1188683
3894706047617976961,2018-02-22 00:12:29.452,1188683
94678271095194897,2018-02-22 00:12:29.593,1199166
3998857364560700292,2018-02-22 00:12:29.822,1188683
4442826334539490119,2018-02-22 00:12:30.555,1188683
5174575908124896232,2018-02-22 00:12:30.759,1020893
9116132209706165242,2018-02-22 00:12:30.911,1188683
6765388551727486867,2018-02-22 00:12:33.364,1221633
3736039056598277949,2018-02-22 00:12:33.748,1049355
5145287558638790656,2018-02-22 00:12:34.090,1221633
6743294771060526960,2018-02-22 00:12:34.715,1188683
2429402943910361602,2018-02-22 00:12:36.051,1188683
8214734837456732839,2018-02-22 00:12:36.475,1221633
6218586219986538091,2018-02-22 00:12:37.720,1188683
5742829348486221333,2018-02-22 00:12:40.312,1221633
2374186145163346986,2018-02-22 00:12:40.535,1232120
2357944338805874026,2018-02-22 00:12:40.842,1020893
3987495154103866092,2018-02-22 00:12:41.119,1020893
2604191589547063853,2018-02-22 00:12:42.002,1188683
787422733126523500,2018-02-22 00:12:57.065,1199166
263111243796622284,2018-02-22 00:12:58.774,1199166
6176291849785169800,2018-02-22 00:12:59.613,1049355
3757111115959522210,2018-02-22 00:13:01.670,1188683
6431326191391741314,2018-02-22 00:13:05.333,1199166
1403185071070187903,2018-02-22 00:13:05.808,1020893
5325411159859360704,2018-02-22 00:13:12.251,1049355
2932678510698741344,2018-02-22 00:13:12.262,1221633
4744720646385252226,2018-02-22 00:13:19.066,1188683
8088010276894183859,2018-02-22 00:13:19.132,1232120
2119794311342633926,2018-02-22 00:13:21.496,1049355
2204725440174131198,2018-02-22 00:13:22.881,1049355
1794293861494571556,2018-02-22 00:13:23.660,1049355
3871030534976197513,2018-02-22 00:13:25.534,1188683
2606760835837614482,2018-02-22 00:13:26.506,1188683
407605199995452514,2018-02-22 00:13:26.575,1232120
5450822762059226659,2018-02-22 00:13:28.588,1232120
2749611726167457466,2018-02-22 00:13:30.642,1199166
6194554924826190375,2018-02-22 00:13:30.739,1199166
8449129271440209495,2018-02-22 00:13:32.275,1049355
7124127964264854333,2018-02-22 00:13:37.237,1232120
4589811827545246998,2018-02-22 00:13:40.248,1020893
1282348638064590552,2018-02-22 00:13:47.815,1221633
4288849231839868352,2018-02-22 00:13:49.653,1221633
5073805150284371399,2018-02-22 00:13:49.934,1199166
1734550579229943001,2018-02-22 00:13:49.934,1221633
7030877443788790082,2018-02-22 00:13:50.132,1188683
7954921814857949312,2018-02-22 00:13:52.899,1221633
1883847695702392529,2018-02-22 00:13:53.278,1049355
1644512630755118940,2018-02-22 00:13:55.765,1199166
3951950805879714199,2018-02-22 00:14:02.326,1232120
2230794434036850016,2018-02-22 00:14:04.258,1049355
7036773899068726699,2018-02-22 00:14:08.316,1232120
5265964050416732536,2018-02-22 00:14:09.833,1188683
8754331592563943734,2018-02-22 00:14:10.584,1199166
8396902359333420153,2018-02-22 00:14:12.810,1188683
8284508720650629710,2018-02-22 00:14:14.203,1199166
3607153540154474447,2018-02-22 00:14:16.589,1199166
7841608520129049248,2018-02-22 00:14:16.622,1199166
5812196083610209812,2018-02-22 00:14:18.133,1020893
525320575443902204,2018-02-22 00:14:19.644,1232120
8752188249211617643,2018-02-22 00:14:19.857,1232120
5415568470800537271,2018-02-22 00:14:21.209,1188683
5774388281051120589,2018-02-22 00:14:21.543,1188683
3032851329334651639,2018-02-22 00:14:21.663,1199166
8847366524266993117,2018-02-22 00:14:23.794,1199166
7478239402792163711,2018-02-22 00:14:23.842,1188683
2651613849921448336,2018-02-22 00:14:24.280,1049355
6346357944125134837,2018-02-22 00:14:31.194,1221633
1419377759929973101,2018-02-22 00:14:34.454,1221633
496149712570448292,2018-02-22 00:14:35.702,1020893
8153430510446177081,2018-02-22 00:14:36.291,1221633
7013813068013534217,2018-02-22 00:14:37.262,1020893
1695907400946354992,2018-02-22 00:14:37.938,1199166
7906259411570410436,2018-02-22 00:14:42.313,1221633
4030953538694333787,2018-02-22 00:14:44.105,1221633
592835074449724181,2018-02-22 00:14:46.357,1188683
7231084977101436811,2018-02-22 00:14:47.668,1188683
995742947391950053,2018-02-22 00:14:48.451,1221633
2474223055961740242,2018-02-22 00:14:49.824,1049355
4503276786134147953,2018-02-22 00:14:52.330,1199166
682690530904925680,2018-02-22 00:14:57.890,1049355
6553346133239077565,2018-02-22 00:15:01.576,1049355
2294618796092941074,2018-02-22 00:15:03.599,1049355
3285158388361391735,2018-02-22 00:15:05.205,1049355
7098791516319464563,2018-02-22 00:15:11.072,1020893
1008334373873754738,2018-02-22 00:15:14.917,1020893
3649890902797757909,2018-02-22 00:15:19.883,1188683
3025360749454232370,2018-02-22 00:15:20.479,1049355
1948891266048330903,2018-02-22 00:15:22.942,1199166
396107532286427402,2018-02-22 00:15:23.812,1188683
893011578763652232,2018-02-22 00:15:29.869,1232120
4324077209497305822,2018-02-22 00:15:34.104,1221633
5110290789791139350,2018-02-22 00:15:35.431,1221633
4794139612841018211,2018-02-22 00:15:35.956,1221633
6395964452296400280,2018-02-22 00:15:37.275,1188683
5932621065397311968,2018-02-22 00:15:38.347,1232120
13914547248710179,2018-02-22 00:15:38.679,1049355
5501988653921798100,2018-02-22 00:15:40.446,1199166
145714658325152374,2018-02-22 00:15:41.059,1221633
2110634415760228708,2018-02-22 00:15:41.872,1049355
9036376233904177652,2018-02-22 00:15:42.767,1232120
4616916791970529960,2018-02-22 00:15:43.012,1188683
933042651294340388,2018-02-22 00:15:43.447,1049355
2397774613863900351,2018-02-22 00:15:44.656,1020893
4341552753211507313,2018-02-22 00:15:45.812,1020893
4341552753211507313,2018-02-22 00:15:46.399,1020893
5614832228315627797,2018-02-22 00:15:46.897,1020893
7406442232441535032,2018-02-22 00:15:46.925,1020893
7159764555648471018,2018-02-22 00:15:48.461,1020893
8025000463682034758,2018-02-22 00:15:51.041,1221633
9102821509372994503,2018-02-22 00:15:51.330,1020893
3824594054676751512,2018-02-22 00:15:52.322,1020893
8043368379216811754,2018-02-22 00:15:54.076,1049355
7688169165223575597,2018-02-22 00:15:55.665,1049355
6671026964300053641,2018-02-22 00:15:59.761,1221633
2788977699501245621,2018-02-22 00:16:00.586,1199166
5785173627311359722,2018-02-22 00:16:00.659,1199166
6444608711588186353,2018-02-22 00:16:00.962,1199166
2257176453971573710,2018-02-22 00:16:01.330,1232120
5409587393384398130,2018-02-22 00:16:01.376,1188683
81901283437311208,2018-02-22 00:16:02.597,1232120
9110378708622845892,2018-02-22 00:16:05.731,1232120
417397437619426386,2018-02-22 00:16:06.092,1188683
5137943942215707222,2018-02-22 00:16:07.674,1188683
6620079134313828892,2018-02-22 00:16:10.085,1188683
4348386626646639712,2018-02-22 00:16:13.697,1199166
5744168731252894980,2018-02-22 00:16:16.873,1049355
8951213781389834107,2018-02-22 00:16:19.399,1049355
5623233365011359727,2018-02-22 00:16:19.457,1049355
4811655029461107842,2018-02-22 00:16:19.951,1199166
193125963851448033,2018-02-22 00:16:20.849,1049355
8126424547803212606,2018-02-22 00:16:20.987,1188683
1467364677880662766,2018-02-22 00:16:25.605,1232120
3320498397216061731,2018-02-22 00:16:25.824,1049355
469353243691806637,2018-02-22 00:16:31.288,1221633
3510482895145755104,2018-02-22 00:16:32.536,1221633
2200846697825436204,2018-02-22 00:16:35.034,1188683
1155112218460960160,2018-02-22 00:16:35.550,1232120
6228577545594442544,2018-02-22 00:16:36.065,1221633
4456217154069581186,2018-02-22 00:16:37.494,1188683
8707046857111331220,2018-02-22 00:16:37.806,1188683
486903084927091754,2018-02-22 00:16:46.300,1188683
7279691925275705416,2018-02-22 00:16:56.349,1232120
6865370077911726191,2018-02-22 00:16:59.807,1221633
5294202690207230763,2018-02-22 00:17:05.529,1221633
3896449257144211981,2018-02-22 00:17:06.994,1232120
2369706803542455855,2018-02-22 00:17:07.606,1221633
9220344830296288382,2018-02-22 00:17:09.543,1188683
4804936368786242471,2018-02-22 00:17:16.126,1188683
1340587968493065907,2018-02-22 00:17:23.999,1049355
8031756126958568886,2018-02-22 00:17:29.037,1049355
2977034151579336668,2018-02-22 00:17:31.079,1049355
679378567964772029,2018-02-22 00:17:32.036,1188683
3693144917139134881,2018-02-22 00:17:32.962,1188683
5554255334620840270,2018-02-22 00:17:33.544,1049355
741735392442414978,2018-02-22 00:17:33.647,1221633
9122289354492294512,2018-02-22 00:17:35.213,1049355
3334869114265717250,2018-02-22 00:17:46.226,1049355
1473117661753557828,2018-02-22 00:17:47.965,1221633
7170007347861280282,2018-02-22 00:17:50.453,1199166
5532397772111756719,2018-02-22 00:17:50.491,1221633
2833240949037154986,2018-02-22 00:17:56.544,1232120
547007713947129443,2018-02-22 00:17:57.532,1049355
822303786685426750,2018-02-22 00:17:58.796,1188683
3004561768580948355,2018-02-22 00:17:59.478,1221633
4046045978637865265,2018-02-22 00:17:59.966,1199166
2998093662509177026,2018-02-22 00:18:01.496,1049355
7214584147779141887,2018-02-22 00:18:07.411,1221633
2653672232254874927,2018-02-22 00:18:10.028,1199166
904538638626360719,2018-02-22 00:18:12.784,1199166
1447897112156590545,2018-02-22 00:18:15.071,1188683
8728676680439210386,2018-02-22 00:18:26.615,1049355
8465532426150007744,2018-02-22 00:18:35.504,1049355
8632326546415887122,2018-02-22 00:18:37.426,1020893
7504779704886691341,2018-02-22 00:18:37.506,1232120
6073378873199607939,2018-02-22 00:18:38.805,1199166
4099063105349762302,2018-02-22 00:18:44.472,1049355
474877121962436916,2018-02-22 00:18:51.509,1199166
769839246979313192,2018-02-22 00:18:53.980,1221633
8942514679855863720,2018-02-22 00:18:54.243,1199166
6784420825718044658,2018-02-22 00:18:54.972,1188683
8544294589511974146,2018-02-22 00:18:56.808,1221633
8151637403091806883,2018-02-22 00:18:58.587,1221633
3911218345376273447,2018-02-22 00:18:58.833,1188683
8301295964181013741,2018-02-22 00:19:02.794,1049355
1104389790586578313,2018-02-22 00:19:08.038,1020893
6713942649588517644,2018-02-22 00:19:09.321,1020893
4546818473471822975,2018-02-22 00:19:12.149,1199166
7139319535655930541,2018-02-22 00:19:12.520,1188683
3290184282651589035,2018-02-22 00:19:14.411,1049355
6692585753003475726,2018-02-22 00:19:15.396,1049355
858028214277250385,2018-02-22 00:19:16.444,1049355
1408323470520475435,2018-02-22 00:19:19.905,1188683
8446705662081140190,2018-02-22 00:19:21.236,1188683
936846318292412122,2018-02-22 00:19:27.484,1049355
6390176837697618900,2018-02-22 00:19:28.148,1049355
5810767667308386756,2018-02-22 00:19:29.675,1049355
7027243688112711113,2018-02-22 00:19:31.492,1188683
8218906534326083074,2018-02-22 00:19:34.530,1221633
8455321551155109166,2018-02-22 00:19:35.337,1049355
8076798165287198861,2018-02-22 00:19:38.101,1188683
150661990711498044,2018-02-22 00:19:38.416,1049355
4721927319952932177,2018-02-22 00:19:38.757,1221633
6217871710232367307,2018-02-22 00:19:41.986,1188683
110645735990532908,2018-02-22 00:19:42.012,1188683
2986512781228034409,2018-02-22 00:19:42.992,1188683
6003051130475072127,2018-02-22 00:19:44.102,1232120
1742960953079930415,2018-02-22 00:19:44.407,1221633
5672066303464358649,2018-02-22 00:19:45.455,1232120
6940086956272449438,2018-02-22 00:19:45.919,1221633
702355349007791924,2018-02-22 00:19:46.544,1020893
489861295047403592,2018-02-22 00:19:47.320,1232120
2154056439721773474,2018-02-22 00:19:48.873,1232120
2701369726516899526,2018-02-22 00:19:48.895,1232120
8640028605508513149,2018-02-22 00:19:50.149,1049355
7722693296765695447,2018-02-22 00:19:50.157,1049355
5113722731187627693,2018-02-22 00:19:50.316,1199166
5132577442029816046,2018-02-22 00:19:52.182,1049355
1358622659890937750,2018-02-22 00:19:54.064,1049355
9181740239107265069,2018-02-22 00:19:54.462,1232120
2937354918982715670,2018-02-22 00:19:55.447,1020893
1362972921105109573,2018-02-22 00:19:56.941,1188683
3220996873485517751,2018-02-22 00:19:59.715,1049355
5925666833367661870,2018-02-22 00:20:02.915,1188683
8333638439303581808,2018-02-22 00:20:03.532,1188683
5020998926685487666,2018-02-22 00:20:03.921,1232120
1019064561011397910,2018-02-22 00:20:07.048,1232120
